.	.	4	punct	O

It	PRP	2	nsubj	O
took	VBD	0	ROOT	O
half	PDT	5	det:predet	O
an	DT	5	det	O
hour	NN	2	nmod:tmod	O
to	TO	7	mark	O
get	VB	2	xcomp	O
our	PRP$	9	nmod:poss	O
check	NN	7	dobj	B-ASP
,	,	9	punct	O
which	WDT	13	nsubj	O
was	VBD	13	cop	O
perfect	JJ	9	acl:relcl	O
since	IN	17	mark	O
we	PRP	17	nsubj	O
could	MD	17	aux	O
sit	VB	13	advcl	O
,	,	9	punct	O
have	VBP	2	dep	O
drinks	NNS	19	dobj	B-ASP
and	CC	19	cc	O
talk	VB	19	conj	O
!	.	2	punct	O

The	DT	2	det	O
design	NN	8	nsubj	B-ASP
and	CC	2	cc	O
atmosphere	NN	2	conj	B-ASP
is	VBZ	8	cop	O
just	RB	8	advmod	O
as	RB	8	advmod	O
good	JJ	0	ROOT	O
.	.	8	punct	O

He	PRP	3	nsubj	O
has	VBZ	3	aux	O
visited	VBN	0	ROOT	O
Thailand	NNP	3	dobj	O
and	CC	3	cc	O
is	VBZ	8	cop	O
quite	RB	8	advmod	O
expert	JJ	3	conj	O
on	IN	11	case	O
the	DT	11	det	O
cuisine	NN	8	nmod	B-ASP
.	.	3	punct	O

I	PRP	4	nsubj	O
would	MD	4	aux	O
definitely	RB	4	advmod	O
recommend	VB	0	ROOT	O
Mary	NNP	4	dobj	O
's	POS	5	case	O
and	CC	4	cc	O
am	VBP	9	aux	O
making	VBG	4	conj	O
it	PRP	11	nsubj	O
one	CD	9	xcomp	O
of	IN	16	case	O
my	PRP$	16	nmod:poss	O
regular	JJ	16	amod	O
neighborhood	NN	16	compound	O
haunts	NNS	11	nmod	O
.	.	4	punct	O

The	DT	2	det	O
pizza	NN	5	nsubj	B-ASP
is	VBZ	5	cop	O
the	DT	5	det	O
best	JJS	0	ROOT	O
if	IN	11	mark	O
you	PRP	11	dep	O
like	IN	11	case	O
thin	JJ	11	amod	B-ASP
crusted	JJ	11	amod	I-ASP
pizza	NN	5	advcl	I-ASP
.	.	5	punct	O

My	PRP$	2	nmod:poss	O
Girlfriend	NN	5	nsubj	O
and	CC	2	cc	O
I	PRP	2	conj	O
stumbled	VBD	0	ROOT	O
onto	IN	9	case	O
this	DT	9	det	O
hopping	VBG	9	amod	O
place	NN	5	nmod	O
the	DT	12	det	O
other	JJ	12	amod	O
night	NN	5	nmod:tmod	O
and	CC	5	cc	O
had	VBD	5	conj	O
a	DT	17	det	O
great	JJ	17	amod	O
time	NN	14	dobj	O
!	.	5	punct	O

He	PRP	4	nsubj	O
ca	MD	4	aux	O
n't	RB	4	neg	O
help	VB	8	ccomp	O
,	,	8	punct	O
they	PRP	8	nsubjpass	O
're	VBP	8	auxpass	O
bought	VBN	0	ROOT	O
up	RP	8	compound:prt	O
so	RB	11	advmod	O
fast	RB	8	advmod	O
.	.	8	punct	O

Secondly	RB	9	advmod	O
,	,	9	punct	O
on	IN	5	case	O
this	DT	5	det	O
night	NN	9	nmod	O
the	DT	7	det	O
place	NN	9	nsubjpass	O
was	VBD	9	auxpass	O
overwhelmed	VBN	0	ROOT	O
by	IN	15	case	O
upper	JJ	15	amod	O
east	JJ	15	amod	O
side	NN	15	compound	O
ladies	NNS	15	compound	O
perfume	NN	9	nmod	O
.	.	9	punct	O

i	LS	3	nsubj	O
have	VBP	3	aux	O
eaten	VBN	0	ROOT	O
here	RB	3	advmod	O
a	DT	6	det	O
handful	NN	3	dobj	O
of	IN	8	case	O
times	NNS	6	nmod	O
,	,	3	punct	O
for	IN	12	case	O
no	DT	12	neg	O
reason	NN	3	nmod	O
besides	IN	15	case	O
sheer	JJ	15	amod	O
convenience	NN	12	nmod	O
.	.	3	punct	O

Obviously	RB	2	advmod	O
run	VBN	0	ROOT	O
by	IN	4	case	O
folks	NNS	2	nmod	O
who	WP	6	nsubj	O
know	VBP	4	acl:relcl	O
a	DT	8	det	O
pie	NN	6	dobj	O
.	.	2	punct	O

We	PRP	4	nsubj	O
were	VBD	4	cop	O
very	RB	4	advmod	O
disappointed	JJ	0	ROOT	O
.	.	4	punct	O

IT	PRP	2	nsubj	O
IS	VBZ	0	ROOT	O
DEFINITELY	NNP	4	compound	O
SPECIAL	NNP	2	dobj	O
AND	CC	4	cc	O
AFFORDABLE	NNP	4	conj	O
.	.	2	punct	O

I	PRP	3	nsubj	O
really	RB	3	advmod	O
liked	VBD	0	ROOT	O
this	DT	5	det	O
place	NN	3	dobj	O
.	.	3	punct	O

I	PRP	4	nsubj	O
will	MD	4	aux	O
be	VB	4	aux	O
going	VBG	0	ROOT	O
back	RB	4	advmod	O
very	RB	7	advmod	O
soon	RB	4	advmod	O
.	.	4	punct	O

All	PDT	3	det:predet	O
the	DT	3	det	O
money	NN	4	nsubj	O
went	VBD	0	ROOT	O
into	IN	8	case	O
the	DT	8	det	O
interior	JJ	8	amod	B-ASP
decoration	NN	4	nmod	I-ASP
,	,	4	punct	O
none	NN	13	nsubj	O
of	IN	12	case	O
it	PRP	10	nmod	O
went	VBD	4	parataxis	O
to	TO	16	case	O
the	DT	16	det	O
chefs	NNS	13	nmod	B-ASP
.	.	4	punct	O

The	DT	2	det	O
seats	NNS	4	nsubj	B-ASP
are	VBP	4	cop	O
uncomfortable	JJ	0	ROOT	O
if	IN	8	mark	O
you	PRP	8	nsubj	O
are	VBP	8	aux	O
sitting	VBG	4	advcl	O
against	IN	11	case	O
the	DT	11	det	O
wall	NN	8	nmod	O
on	IN	14	case	O
wooden	JJ	14	amod	O
benches	NNS	8	nmod	O
.	.	4	punct	O

I	PRP	2	nsubj	O
asked	VBD	0	ROOT	O
for	IN	4	case	O
seltzer	NN	2	nmod	B-ASP
with	IN	6	case	I-ASP
lime	NN	4	nmod	I-ASP
,	,	4	punct	O
no	DT	9	neg	O
ice	NN	4	appos	O
.	.	2	punct	O

It	PRP	4	nsubj	O
was	VBD	4	cop	O
pretty	RB	4	advmod	O
inexpensive	JJ	0	ROOT	O
too	RB	4	advmod	O
.	.	4	punct	O

Will	MD	3	aux	O
not	RB	3	neg	O
be	VB	0	ROOT	O
back	RB	3	advmod	O
.	.	3	punct	O

Do	VBP	3	aux	O
n't	RB	3	neg	O
go	VB	0	ROOT	O
alone	RB	3	advmod	O
even	RB	7	advmod	O
two	CD	7	nummod	O
people	NNS	10	nsubj	O
is	VBZ	10	cop	O
n't	RB	10	neg	O
enough	RB	3	ccomp	O
for	IN	14	case	O
the	DT	14	det	O
whole	JJ	14	amod	O
experience	NN	10	nmod	O
,	,	10	punct	O
with	IN	17	case	O
pickles	NNS	10	nmod	B-ASP
and	CC	17	cc	O
a	DT	20	det	O
selection	NN	17	conj	B-ASP
of	IN	22	case	I-ASP
meats	NNS	20	nmod	I-ASP
and	CC	22	cc	I-ASP
seafoods	NNS	22	conj	I-ASP
.	.	3	punct	O

My	PRP$	2	nmod:poss	O
suggestion	NN	3	nsubj	O
is	VBZ	0	ROOT	O
to	TO	5	mark	O
eat	VB	3	xcomp	B-ASP
family	NN	7	compound	I-ASP
style	NN	5	dobj	I-ASP
because	IN	11	mark	O
you	PRP	11	nsubj	O
'll	MD	11	aux	O
want	VB	5	advcl	O
to	TO	13	mark	O
try	VB	11	xcomp	O
the	DT	16	det	O
other	JJ	16	amod	O
dishes	NNS	13	dobj	B-ASP
.	.	3	punct	O

Best	NN	7	nsubj	O
of	IN	3	case	O
all	DT	1	nmod	O
is	VBZ	7	cop	O
the	DT	7	det	O
warm	JJ	7	amod	O
vibe	NN	0	ROOT	B-ASP
,	,	7	punct	O
the	DT	10	det	O
owner	NN	13	nsubj	B-ASP
is	VBZ	13	cop	O
super	JJ	13	amod	O
friendly	JJ	7	acl:relcl	O
and	CC	13	cc	O
service	NN	17	nsubj	B-ASP
is	VBZ	17	cop	O
fast	RB	13	conj	O
.	.	7	punct	O

This	DT	6	nsubj	O
is	VBZ	6	cop	O
n't	RB	6	neg	O
a	DT	6	det	O
value	NN	6	compound	O
joint	NN	0	ROOT	O
.	.	6	punct	O

Faan	NNP	3	nsubj	O
's	POS	1	case	O
got	VBD	0	ROOT	O
a	DT	6	det	O
great	JJ	6	amod	O
concept	NN	3	dobj	O
but	CC	6	cc	O
a	DT	9	det	O
little	JJ	10	nmod:npmod	O
rough	JJ	6	conj	O
on	IN	13	case	O
the	DT	13	det	O
delivery	NN	10	nmod	B-ASP
.	.	3	punct	O

From	IN	4	case	O
the	DT	4	det	O
incredible	JJ	4	amod	O
food	NN	22	nmod	B-ASP
,	,	9	punct	O
to	TO	9	case	O
the	DT	9	det	O
warm	JJ	9	amod	O
atmosphere	NN	4	nmod	B-ASP
,	,	9	punct	O
to	TO	14	case	O
the	DT	14	det	O
friendly	JJ	14	amod	O
service	NN	4	nmod	B-ASP
,	,	22	punct	O
this	DT	19	det	O
downtown	NN	19	compound	O
neighborhood	NN	19	compound	O
spot	NN	22	nsubj	O
does	VBZ	22	aux	O
n't	RB	22	neg	O
miss	VB	0	ROOT	O
a	DT	24	det	O
beat	NN	22	dobj	O
.	.	22	punct	O

Great	JJ	2	amod	O
food	NN	7	nsubj	B-ASP
at	IN	5	case	O
REASONABLE	NN	5	compound	O
prices	NNS	2	nmod	B-ASP
,	,	7	punct	O
makes	VBZ	0	ROOT	O
for	IN	10	case	O
an	DT	10	det	O
evening	NN	7	nmod	O
that	WDT	15	nsubjpass	O
ca	MD	15	aux	O
n't	RB	15	neg	O
be	VB	15	auxpass	O
beat	VBN	10	acl:relcl	O
!	.	7	punct	O

Look	VB	0	ROOT	O
foward	JJ	1	xcomp	O
to	TO	4	mark	O
trying	VBG	2	advcl	O
the	DT	6	det	O
Ruben	NNP	4	dobj	O
upon	IN	8	mark	O
returning	VBG	4	advcl	O
.	.	1	punct	O

The	DT	4	det	O
only	JJ	4	amod	O
other	JJ	4	amod	O
steakhouse	NN	17	nsubj	O
that	WDT	6	nsubj	O
seems	VBZ	4	acl:relcl	O
to	TO	8	mark	O
hold	VB	6	xcomp	O
a	DT	10	det	O
candle	NN	8	dobj	O
to	TO	12	case	O
Roth	NNP	8	nmod	O
's	POS	12	case	O
is	VBZ	17	cop	O
the	DT	17	det	O
Strip	NNP	17	compound	O
House	NNP	0	ROOT	O
.	.	17	punct	O

We	PRP	3	nsubj	O
usually	RB	3	advmod	O
go	VBP	0	ROOT	O
to	TO	7	case	O
the	DT	7	det	O
Chart	NNP	7	compound	O
House	NNP	3	nmod	O
to	TO	9	mark	O
celebrate	VB	3	xcomp	O
a	DT	11	det	O
birthday	NN	9	dobj	O
or	CC	11	cc	O
anniversary	NN	11	conj	O
.	.	3	punct	O

this	DT	3	det	O
little	JJ	3	amod	O
place	NN	4	nsubj	O
has	VBZ	0	ROOT	O
a	DT	8	det	O
cute	JJ	8	amod	O
interior	JJ	8	amod	B-ASP
decor	NN	4	dobj	I-ASP
and	CC	8	cc	O
affordable	JJ	12	amod	O
city	NN	12	compound	O
prices	NNS	8	conj	B-ASP
.	.	4	punct	O

You	PRP	3	nsubj	O
'll	MD	3	aux	O
adore	VB	0	ROOT	O
it	PRP	3	dobj	O
.	.	3	punct	O

Two	CD	2	nummod	O
words	NNS	0	ROOT	O
Free	JJ	4	amod	O
wine	NN	2	dep	B-ASP
.	.	2	punct	O

The	DT	2	det	O
price	NN	4	nsubj	B-ASP
is	VBZ	4	cop	O
reasonable	JJ	0	ROOT	O
although	IN	9	mark	O
the	DT	7	det	O
service	NN	9	nsubj	B-ASP
is	VBZ	9	cop	O
poor	JJ	4	advcl	O
.	.	4	punct	O

The	DT	2	det	O
quantity	NN	6	nsubj	B-ASP
is	VBZ	6	cop	O
also	RB	6	advmod	O
very	RB	6	advmod	O
good	JJ	0	ROOT	O
,	,	6	punct	O
you	PRP	10	nsubj	O
will	MD	10	aux	O
come	VB	6	ccomp	O
out	RP	10	compound:prt	O
satisfied	JJ	10	xcomp	O
.	.	6	punct	O

I	PRP	7	nsubj	O
have	VBP	7	aux	O
been	VBN	7	cop	O
to	TO	7	case	O
Roth	NNP	7	nmod:poss	O
's	POS	5	case	O
twice	JJ	0	ROOT	O
and	CC	7	cc	O
both	DT	10	det	O
times	NNS	13	nsubj	O
were	VBD	13	cop	O
very	RB	13	advmod	O
disappointing	JJ	7	conj	O
.	.	7	punct	O

Worth	NNP	12	dep	O
visiting	VBG	1	acl	O
the	DT	6	det	O
1st	JJ	6	amod	O
Ave	NN	6	compound	O
spot	NN	2	dobj	O
because	IN	12	mark	O
it	PRP	12	nsubj	O
is	VBZ	12	cop	O
the	DT	12	det	O
original	JJ	12	amod	O
store	NN	0	ROOT	O
.	.	12	punct	O

I	PRP	2	nsubj	O
stumbled	VBD	0	ROOT	O
upon	IN	6	case	O
this	DT	6	det	O
second	JJ	6	amod	O
floor	NN	2	nmod	O
walk	VB	2	xcomp	O
up	RB	7	advmod	O
two	CD	10	nummod	O
Fridays	NNS	11	nmod:npmod	O
ago	RB	7	advmod	O
when	WRB	17	advmod	O
I	PRP	17	nsubj	O
was	VBD	17	cop	O
with	IN	17	case	O
two	CD	17	nummod	O
friends	NNS	7	advcl	O
in	IN	19	case	O
town	NN	17	nmod	O
from	IN	21	case	O
L.A.	NNP	17	nmod	O
Being	VBG	17	acl	O
serious	JJ	25	amod	O
sushi	NN	25	compound	B-ASP
lovers	NNS	22	dobj	O
,	,	2	punct	O
we	PRP	28	nsubj	O
sat	VBD	2	parataxis	O
at	IN	32	case	O
the	DT	32	det	O
sushi	NN	32	compound	B-ASP
bar	NN	28	nmod	I-ASP
to	TO	35	mark	O
be	VB	35	cop	O
closer	JJR	28	xcomp	O
to	TO	38	case	O
the	DT	38	det	O
action	NN	35	nmod	O
.	.	2	punct	O

Raga	NN	8	nsubj	O
's	POS	1	case	O
is	VBZ	8	cop	O
a	DT	8	det	O
romantic	JJ	8	amod	O
,	,	8	punct	O
cozy	JJ	8	amod	O
restaurant	NN	0	ROOT	O
.	.	8	punct	O

The	DT	3	det	O
fried	VBN	3	amod	B-ASP
rice	NN	5	nsubj	I-ASP
is	VBZ	5	cop	O
amazing	JJ	0	ROOT	O
here	RB	5	advmod	O
.	.	5	punct	O

Three	CD	3	nummod	O
courses	NNS	3	compound	B-ASP
choices	NNS	4	nsubj	O
include	VBP	0	ROOT	O
excellent	JJ	6	amod	O
mussels	NNS	4	dobj	B-ASP
,	,	6	punct	O
puff	NN	11	compound	B-ASP
pastry	NN	11	compound	I-ASP
goat	NN	11	compound	I-ASP
cheese	NN	6	conj	I-ASP
and	CC	6	cc	O
salad	NN	6	conj	B-ASP
with	IN	17	case	I-ASP
a	DT	17	det	I-ASP
delicious	JJ	17	amod	I-ASP
dressing	VBG	13	nmod	I-ASP
,	,	4	punct	O
and	CC	4	cc	O
a	DT	24	det	O
hanger	NN	24	compound	B-ASP
steak	NN	24	compound	I-ASP
au	NN	24	compound	I-ASP
poivre	NN	4	conj	I-ASP
that	WDT	30	nsubj	O
is	VBZ	30	cop	O
out	IN	30	case	O
of	IN	30	case	O
this	DT	30	det	O
world	NN	24	acl:relcl	O
.	.	4	punct	O

it	PRP	5	nsubj	O
's	VBZ	5	cop	O
a	DT	5	det	O
perfect	JJ	5	amod	O
place	NN	0	ROOT	O
to	TO	7	mark	O
have	VB	5	acl	O
a	DT	11	det	O
amanzing	JJ	11	amod	O
indian	JJ	11	amod	B-ASP
food	NN	7	dobj	I-ASP
.	.	5	punct	O

The	DT	2	det	O
place	NN	5	nsubj	B-ASP
is	VBZ	5	cop	O
so	RB	5	advmod	O
cool	JJ	0	ROOT	O
and	CC	5	cc	O
the	DT	8	det	O
service	NN	10	nsubj	B-ASP
is	VBZ	10	cop	O
prompt	JJ	5	conj	O
and	CC	10	cc	O
curtious	JJ	10	conj	O
.	.	5	punct	O

At	IN	3	case	O
the	DT	3	det	O
end	NN	6	nmod	O
you	PRP	6	nsubjpass	O
're	VBP	6	auxpass	O
left	VBN	0	ROOT	O
with	IN	10	case	O
a	DT	10	det	O
mild	JJ	10	amod	O
broth	NN	6	nmod	B-ASP
with	IN	12	case	I-ASP
noodles	NNS	10	nmod	I-ASP
that	IN	16	mark	O
you	PRP	16	nsubj	O
can	MD	16	aux	O
slurp	VB	6	ccomp	O
out	IN	20	case	O
of	IN	20	case	O
a	DT	20	det	O
cup	NN	16	nmod	O
.	.	6	punct	O

I	PRP	3	nsubj	O
just	RB	3	advmod	O
wonder	VB	0	ROOT	O
how	WRB	7	advmod	O
you	PRP	7	nsubj	O
can	MD	7	aux	O
have	VB	3	ccomp	O
such	JJ	11	amod	O
a	DT	11	det	O
delicious	JJ	11	amod	O
meal	NN	7	dobj	B-ASP
for	IN	15	case	O
such	JJ	15	amod	O
little	JJ	15	amod	O
money	NN	11	nmod	B-ASP
.	.	3	punct	O

The	DT	2	det	O
food	NN	4	nsubj	B-ASP
was	VBD	4	cop	O
delicious	JJ	0	ROOT	O
but	CC	4	cc	O
do	VBP	8	aux	O
not	RB	8	neg	O
come	VBN	4	conj	O
here	RB	8	advmod	O
on	IN	13	case	O
a	DT	13	det	O
empty	JJ	13	amod	O
stomach	NN	8	nmod	O
.	.	4	punct	O

The	DT	3	det	O
wine	NN	3	compound	B-ASP
list	NN	5	nsubj	I-ASP
is	VBZ	5	cop	O
excellent	JJ	0	ROOT	O
.	.	5	punct	O

so	RB	2	advmod	O
garantuan	NN	0	ROOT	O
that	IN	7	mark	O
you	PRP	7	nsubj	O
ca	MD	7	aux	O
n't	RB	7	neg	O
fit	VB	2	ccomp	O
them	PRP	7	dobj	O
in	IN	11	case	O
a	DT	11	det	O
toaster	NN	7	nmod	O
.	.	2	punct	O

Ive	RB	6	advmod	O
been	VBN	6	cop	O
to	TO	6	case	O
many	JJ	6	amod	O
Thai	NNP	6	compound	O
restaurants	NNS	0	ROOT	O
in	IN	8	case	O
Manhattan	NNP	6	nmod	O
before	IN	6	advmod	O
,	,	21	punct	O
and	CC	21	cc	O
Toons	NNP	21	nsubj	O
is	VBZ	21	aux	O
by	IN	15	case	O
far	RB	21	nmod	O
the	DT	20	det	O
best	JJS	20	amod	O
Thai	NNP	20	compound	B-ASP
food	NN	20	compound	I-ASP
Ive	NN	21	nsubj	O
had	VBD	9	dep	O
-LRB-	-LRB-	29	punct	O
except	IN	29	case	O
for	IN	29	case	O
my	PRP$	26	nmod:poss	O
mom	NN	29	nmod:poss	O
's	POS	26	case	O
of	IN	29	case	O
course	NN	21	dep	O
-RRB-	-RRB-	29	punct	O
.	.	6	punct	O

They	PRP	2	nsubj	O
wouldnt	VBP	0	ROOT	O
even	RB	4	advmod	O
let	VB	2	ccomp	O
me	PRP	6	nsubj	O
finish	VB	4	ccomp	O
my	PRP$	8	nmod:poss	O
glass	NN	6	dobj	B-ASP
of	IN	10	case	I-ASP
wine	NN	8	nmod	I-ASP
before	IN	12	mark	O
offering	VBG	6	advcl	O
another	DT	12	dobj	O
.	.	2	punct	O

I	PRP	3	nsubj	O
highly	RB	3	advmod	O
recommend	VB	0	ROOT	O
the	DT	6	det	O
Sophia	NNP	6	compound	O
pizza	NN	3	dobj	O
.	.	3	punct	O

Whem	NNP	2	nsubj	O
asked	VBD	0	ROOT	O
,	,	2	punct	O
we	PRP	5	nsubj	O
had	VBD	2	ccomp	O
to	TO	7	mark	O
ask	VB	5	xcomp	O
more	JJR	9	advmod	O
detailed	JJ	10	amod	O
questions	NNS	7	dobj	O
so	IN	14	mark	O
that	IN	11	mwe	O
we	PRP	14	nsubj	O
knew	VBD	7	advcl	O
what	WP	18	dobj	O
the	DT	17	det	O
specials	NNS	18	nsubj	B-ASP
were	VBD	14	ccomp	O
.	.	2	punct	O

This	DT	6	nsubj	O
is	VBZ	6	cop	O
a	DT	6	det	O
consistently	RB	5	advmod	O
great	JJ	6	amod	O
place	NN	0	ROOT	O
to	TO	8	mark	O
dine	VB	6	acl	B-ASP
for	IN	10	case	O
lunch	NN	8	nmod	B-ASP
or	CC	10	cc	O
dinner	NN	10	conj	B-ASP
.	.	6	punct	O

Nice	JJ	2	amod	O
atmosphere	NN	8	dep	B-ASP
,	,	8	punct	O
the	DT	5	det	O
service	NN	8	nsubj	B-ASP
was	VBD	8	cop	O
very	RB	8	advmod	O
pleasant	JJ	0	ROOT	O
and	CC	8	cc	O
the	DT	11	det	O
desert	NN	13	nsubj	B-ASP
was	VBD	13	cop	O
good	JJ	8	conj	O
.	.	8	punct	O

All	PDT	3	det:predet	O
the	DT	3	det	O
people	NNS	8	nsubj	O
that	IN	6	dobj	O
I	PRP	6	nsubj	O
bring	VBP	3	acl:relcl	O
there	RB	6	advmod	O
go	VB	0	ROOT	O
back	RB	8	advmod	O
on	IN	12	case	O
their	PRP$	12	nmod:poss	O
own	JJ	8	nmod	O
and	CC	8	cc	O
bring	VB	8	conj	O
THEIR	NNP	16	compound	O
friends	NNS	14	dobj	O
!	.	8	punct	O

After	IN	3	mark	O
really	RB	3	advmod	O
enjoying	VBG	0	ROOT	O
ourselves	PRP	3	dobj	O
at	IN	7	case	O
the	DT	7	det	O
bar	NN	3	nmod	B-ASP
we	PRP	9	nsubj	O
sat	VBD	7	acl:relcl	O
down	RP	9	compound:prt	O
at	IN	13	case	O
a	DT	13	det	O
table	NN	9	nmod	B-ASP
and	CC	9	cc	O
